iq,rotor
-0.002204,22.575022
-0.001278,22.585758
-0.000193,22.597839
0.006286,22.606564
0.011228,22.626696
0.009866,22.635422
0.010909,22.644144
0.015075,22.652199
0.017321,22.670319
0.015584,22.677702
0.020194,22.695822
0.018476,22.701191
0.023409,22.709915
0.035174,22.723337
0.035125,22.730047
0.038162,22.743471
0.044223,22.751524
0.049214,22.762932
0.06094,22.770315
0.070298,22.782396
0.080784,22.793804
0.081693,22.798502
0.094513,22.81461
0.0995,22.820648
0.106991,22.829374
0.111683,22.840782
0.126712,22.847494
0.142658,22.860916
0.152785,22.872326
0.154751,22.88172
0.146981,22.888433
0.155202,22.896484
0.164748,22.912592
0.162463,22.91729
0.160502,22.938766
0.146062,22.944805
0.129483,22.956886
0.123361,22.967623
0.119536,22.985744
0.100654,22.993126
0.094493,23.003193
0.096607,23.014603
0.098901,23.028694
0.089107,23.042789
0.081788,23.054869
0.075084,23.07366
0.062117,23.086411
0.050796,23.100506
0.045577,23.113256
0.041702,23.128693
0.036937,23.141443
0.0319,23.152851
0.024277,23.172985
0.023413,23.18775
0.015923,23.19916
0.010714,23.217949
0.004411,23.24144
-0.00819,23.258888
-0.024772,23.272984
-0.036131,23.291101
-0.043847,23.299826
-0.041974,23.313919
-0.037696,23.323317
-0.030873,23.334724
-0.026251,23.352844
-0.025815,23.36224
-0.023154,23.383717
-0.034154,23.394455
-0.034613,23.410561
-0.038598,23.420628
-0.036985,23.432037
-0.033185,23.445457
-0.02631,23.457539
-0.027086,23.472973
-0.02716,23.48237
-0.025947,23.492437
-0.020656,23.503845
-0.012276,23.516596
-0.007764,23.532703
-0.01341,23.545456
-0.015945,23.557535
-0.020676,23.578341
-0.031399,23.595789
-0.046689,23.609211
-0.061509,23.623976
-0.065785,23.63203
-0.063948,23.644779
-0.061509,23.654846
-0.053779,23.670282
-0.052888,23.682364
-0.053036,23.696457
-0.05131,23.71122
-0.050843,23.727999
-0.059088,23.735382
-0.054649,23.752831
-0.058247,23.766253
-0.059263,23.772964
-0.051814,23.787056
-0.04671,23.798468
-0.04378,23.807861
-0.040464,23.820614
-0.035537,23.834705
-0.032843,23.855511
-0.043612,23.86692
-0.051205,23.876987
-0.050203,23.887724
-0.043054,23.901146
-0.038707,23.915911
-0.040129,23.924637
-0.036358,23.933359
-0.029128,23.943426
-0.021566,23.955507
-0.01796,23.968929
-0.015851,23.978996
-0.011135,23.989735
-0.008212,24.002485
-0.007759,24.01725
-0.00948,24.022619
-0.002785,24.032015
0.001294,24.039396
0.007386,24.055504
0.010557,24.066242
0.013008,24.074966
0.014758,24.085705
0.016725,24.097784
0.017401,24.11322
0.014546,24.127314
0.011006,24.13805
0.011611,24.148788
0.016139,24.164225
0.016871,24.180332
0.012138,24.189728
0.008653,24.206505
0.007105,24.2159
0.00562,24.22127
0.011186,24.230665
0.01935,24.244087
0.024523,24.25214
0.034392,24.266235
0.037929,24.274288
0.046795,24.279655
0.05997,24.290394
0.072194,24.29912
0.081659,24.309187
0.096134,24.315226
0.122515,24.321938
0.156886,24.328648
0.189354,24.336031
0.219,24.3414
0.255207,24.346769
0.29094,24.357506
0.308457,24.362875
0.320619,24.364889
0.339104,24.369587
0.366861,24.372942
0.406106,24.378311
0.443399,24.386364
0.464551,24.383007
0.49997,24.390392
0.530769,24.400459
0.53286,24.405827
0.517082,24.409853
0.507597,24.415222
0.501174,24.422606
0.495103,24.424618
0.500251,24.429987
0.517519,24.433342
0.535749,24.436697
0.554347,24.439383
0.580725,24.442066
0.607081,24.447435
0.624073,24.45549
0.623592,24.456831
0.615206,24.460188
0.619846,24.464212
0.623341,24.474951
0.613456,24.47361
0.61104,24.48032
0.60762,24.483006
0.610124,24.490387
0.612573,24.492401
0.616412,24.502466
0.609364,24.511864
0.581599,24.514547
0.551641,24.5226
0.526753,24.528641
0.514621,24.533339
0.515142,24.538708
0.52817,24.544077
0.540742,24.556828
0.531448,24.559513
0.516406,24.56488
0.509564,24.56488
0.528558,24.572264
0.553271,24.582331
0.558064,24.595081
0.531829,24.599108
0.493413,24.608503
0.465258,24.606491
0.464451,24.612532
0.486892,24.622599
0.50847,24.63065
0.510749,24.640047
0.493852,24.646086
0.473156,24.656824
0.453785,24.664206
0.438131,24.674944
0.41539,24.685682
0.386941,24.698435
0.356045,24.713869
0.317542,24.722593
0.28574,24.72662
0.281809,24.740713
0.284257,24.748096
0.288158,24.760847
0.286505,24.772926
0.279828,24.780981
0.277075,24.78635
0.285121,24.793732
0.301217,24.805141
0.321409,24.811853
0.339275,24.823261
0.338445,24.82863
0.340368,24.831314
0.352115,24.84071
0.370898,24.854803
0.382557,24.86487
0.368845,24.870911
0.355789,24.881647
0.347517,24.895742
0.336378,24.90715
0.316495,24.91856
0.293377,24.926613
0.27799,24.938694
0.267409,24.952787
0.254598,24.962852
0.236177,24.970907
0.236145,24.980974
0.245131,24.984999
0.268534,24.995066
0.29025,25.007149
0.294064,25.019228
0.290013,25.025938
0.28788,25.036005
0.286724,25.049427
0.271782,25.062851
0.25883,25.07493
0.239157,25.084997
0.216889,25.091036
0.219313,25.101774
0.228829,25.112513
0.231258,25.124592
0.222219,25.138687
0.209133,25.150095
0.198834,25.162174
0.192416,25.178953
0.167243,25.185665
0.155503,25.195059
0.157269,25.209154
0.157855,25.219221
0.153831,25.232641
0.154149,25.240696
0.159415,25.246065
0.187779,25.260159
0.201719,25.274923
0.197743,25.287674
0.180206,25.29707
0.168864,25.311163
0.155774,25.320559
0.150699,25.329283
0.160879,25.33935
0.171228,25.348745
0.179923,25.359484
0.189217,25.369549
0.201454,25.38163
0.207219,25.389683
0.207005,25.404448
0.202036,25.413845
0.195336,25.423239
0.197205,25.439346
0.183737,25.451427
0.171223,25.46015
0.166589,25.4776
0.156948,25.491022
0.142506,25.497734
0.137325,25.508471
0.140017,25.522566
0.137649,25.532633
0.134479,25.545383
0.129153,25.562832
0.117855,25.576925
0.100677,25.589676
0.088364,25.6031
0.074089,25.614508
0.069694,25.630615
0.061253,25.645378
0.053991,25.657459
0.041941,25.673567
0.039059,25.689001
0.027886,25.706451
0.021502,25.719873
0.016506,25.733295
0.013226,25.747389
0.012087,25.758797
0.009384,25.781616
0.003594,25.79571
-0.000128,25.813158
-0.004525,25.832621
-0.012465,25.846714
-0.018981,25.866848
-0.024854,25.882954
-0.027644,25.901747
-0.043836,25.921879
-0.063536,25.936644
-0.070357,25.956778
-0.078187,25.974226
-0.096695,25.98765
-0.10702,26.007782
-0.113172,26.023218
-0.123161,26.033955
-0.122208,26.050734
-0.112699,26.064827
-0.107261,26.080935
-0.111053,26.099054
-0.115257,26.114491
-0.12335,26.129925
-0.131606,26.144018
-0.13453,26.159454
-0.12956,26.170862
-0.115894,26.183615
-0.098138,26.195024
-0.088529,26.212473
-0.088051,26.226566
-0.089015,26.245358
-0.101217,26.256765
-0.111924,26.268845
-0.105152,26.28294
-0.099373,26.300388
-0.099204,26.314482
-0.101005,26.324549
-0.094438,26.342669
-0.101443,26.356764
-0.108635,26.369514
-0.105247,26.380922
-0.097773,26.394346
-0.091146,26.403069
-0.074987,26.411123
-0.063255,26.425217
-0.058124,26.437298
-0.047883,26.441994
-0.035983,26.456087
-0.026703,26.468168
-0.018381,26.478235
-0.013613,26.491657
-0.014032,26.508436
-0.015931,26.521856
-0.021459,26.531254
-0.018619,26.537964
-0.014162,26.546688
-0.006735,26.558098
0.00042,26.570848
-0.001222,26.582256
0.001429,26.593666
0.003,26.608431
0.002483,26.622524
-0.002165,26.633263
-0.000923,26.641987
-0.00031,26.65608
-0.00001,26.66749
-0.001221,26.682926
-0.000686,26.696346
0.001306,26.704401
0.004367,26.713797
0.0064,26.728561
0.007815,26.745338
0.004178,26.762115
0.001677,26.775539
-0.004465,26.792316
-0.012208,26.81111
-0.026743,26.823189
-0.035686,26.832584
-0.03022,26.846006
-0.029931,26.8601
-0.02626,26.873522
-0.027731,26.888958
-0.031076,26.903051
-0.032177,26.914461
-0.030623,26.921171
-0.021765,26.931238
-0.008863,26.941977
-0.003069,26.954727
0.001108,26.968149
0.006086,26.970163
0.017896,26.979559
0.029319,26.987612
0.03908,27.001705
0.04451,27.015127
0.043429,27.029222
0.04313,27.041302
0.040772,27.048012
0.045933,27.060093
0.052103,27.068817
0.056188,27.081568
0.065844,27.086266
0.082974,27.093649
0.110385,27.103043
0.134745,27.110428
0.155141,27.118479
0.175619,27.126534
0.194925,27.135258
0.210069,27.143311
0.21859,27.152708
0.220453,27.160089
0.224488,27.168814
0.228692,27.176867
0.237707,27.188946
0.239425,27.198343
0.232532,27.203041
0.241395,27.213779
0.250626,27.221161
0.255689,27.229214
0.261619,27.238611
0.260497,27.240623
0.280039,27.250019
0.30197,27.261429
0.307143,27.270824
0.300391,27.288942
0.26196,27.30035
0.213547,27.307735
0.180082,27.317802
0.166987,27.327869
0.16697,27.338606
0.177656,27.344645
0.196694,27.355383
0.209573,27.36545
0.216045,27.37149
0.221419,27.389612
0.209955,27.405046
0.178817,27.415113
0.150341,27.417797
0.1453,27.428535
0.161923,27.439943
0.176219,27.45001
0.184121,27.458736
0.184965,27.470816
0.180608,27.480211
0.176256,27.488937
0.183153,27.499004
0.192685,27.501688
0.218105,27.509071
0.24975,27.519138
0.27062,27.525177
0.283777,27.537926
0.288376,27.547323
0.286166,27.556719
0.269825,27.565445
0.251347,27.574169
0.248631,27.589603
0.231472,27.601683
0.212606,27.614433
0.179844,27.626514
0.152383,27.630543
0.156075,27.638596
0.174092,27.651348
0.184216,27.662085
0.179771,27.677519
0.167654,27.690269
0.152003,27.698996
0.140372,27.709063
0.136634,27.722485
0.126519,27.73188
0.122341,27.744631
0.12047,27.751343
0.128331,27.758055
0.15016,27.772148
0.162887,27.788923
0.155458,27.805033
0.133169,27.821136
0.104004,27.83255
0.084452,27.843288
0.076939,27.854023
0.076433,27.867447
0.077603,27.873486
0.090668,27.88221
0.110601,27.89362
0.130145,27.907711
0.13825,27.920465
0.136714,27.931873
0.131814,27.939926
0.13344,27.946638
0.150088,27.956034
0.177202,27.967442
0.193224,27.972139
0.213865,27.977509
0.245105,27.986235
0.277224,27.998314
0.29146,28.00234
0.310083,28.009724
0.322996,28.018448
0.340826,28.028515
0.347012,28.036566
0.341259,28.045963
0.337744,28.048645
0.354749,28.05603
0.374288,28.066097
0.377968,28.074821
0.381417,28.083546
0.376924,28.092943
0.363379,28.09831
0.357867,28.104351
0.365875,28.111732
0.380672,28.121799
0.393219,28.130524
0.393031,28.139919
0.38047,28.147974
0.375615,28.149315
0.38338,28.158041
0.397305,28.168779
0.403326,28.17683
0.397853,28.189581
0.379565,28.194281
0.356374,28.20636
0.340154,28.21777
0.325136,28.229849
0.301961,28.245956
0.260472,28.253338
0.230579,28.263405
0.226306,28.268774
0.23749,28.282196
0.244132,28.292934
0.246449,28.300987
0.251232,28.312397
0.247992,28.319777
0.247106,28.325819
0.261186,28.337898
0.27358,28.352665
0.258634,28.364075
0.236977,28.377495
0.218931,28.390245
0.199202,28.404339
0.170834,28.418434
0.147941,28.425144
0.138232,28.433197
0.148985,28.446619
0.155454,28.455345
0.160271,28.466082
0.16633,28.47682
0.170782,28.490242
0.170405,28.50635
0.151967,28.513729
0.142137,28.521114
0.152808,28.535877
0.153387,28.54796
0.154909,28.559368
0.151244,28.569435
0.137775,28.576817
0.148752,28.584869
0.164934,28.600975
0.165359,28.613729
0.156594,28.62648
0.144206,28.632519
0.139665,28.643927
0.148448,28.654665
0.15379,28.663389
0.166173,28.671444
0.176339,28.685535
0.177076,28.692921
0.176534,28.708355
0.163792,28.717079
0.159889,28.737213
0.139849,28.754663
0.117161,28.762714
0.09756,28.77681
0.085748,28.794258
0.074536,28.802982
0.064888,28.813721
0.063884,28.819761
0.077965,28.826471
0.101028,28.84325
0.104899,28.856672
0.095865,28.870764
0.088982,28.882843
0.08319,28.893581
0.080211,28.907007
0.07545,28.919086
0.073581,28.927811
0.080395,28.940563
0.085393,28.952642
0.086222,28.966734
0.080829,28.978813
0.078211,28.994251
0.073113,29.010357
0.062435,29.019081
0.056364,29.032503
0.056497,29.0466
0.051171,29.059349
0.050201,29.068747
0.055867,29.076126
0.064776,29.094248
0.062914,29.106998
0.058795,29.116394
0.059205,29.126461
0.066352,29.139212
0.078951,29.151291
0.08081,29.162701
0.073329,29.176121
0.069421,29.192902
0.062928,29.204981
0.055261,29.216389
0.051749,29.23317
0.045566,29.24659
0.036913,29.259342
0.029423,29.280146
0.020966,29.29491
0.017738,29.31303
0.01221,29.325781
0.007193,29.345915
-0.00936,29.364037
-0.025293,29.381483
-0.044372,29.398933
-0.059717,29.417727
-0.071662,29.430477
-0.080535,29.448597
-0.090706,29.466717
-0.109382,29.486851
-0.129421,29.504299
-0.151796,29.518393
-0.166167,29.532486
-0.165418,29.551949
-0.171602,29.572754
-0.187,29.590202
-0.202605,29.606979
-0.219583,29.62443
-0.234201,29.639193
-0.238285,29.651943
-0.238375,29.669394
-0.22301,29.683487
-0.21243,29.696911
-0.197138,29.712345
-0.183802,29.730467
-0.182947,29.74523
-0.186574,29.755968
-0.184302,29.778786
-0.190618,29.789524
-0.194749,29.806303
-0.196041,29.820396
-0.198642,29.828449
-0.184305,29.843212
-0.163657,29.856634
-0.151813,29.868713
-0.136907,29.871401
-0.114433,29.885494
-0.09732,29.905628
-0.094843,29.921734
-0.103278,29.937841
-0.113362,29.951263
-0.11918,29.964684
-0.120476,29.972738
-0.109833,29.980793
-0.088767,29.988173
-0.066986,30.004282
-0.058045,30.009649
-0.044034,30.027771
-0.041022,30.032471
-0.033276,30.04455
-0.020598,30.049917
-0.012318,30.058641
-0.003434,30.065353
0.010904,30.077435
0.017372,30.08213
0.027989,30.091526
0.039681,30.102936
0.051596,30.11166
0.054983,30.121727
0.060853,30.127094
0.076771,30.138504
0.093731,30.143875
0.108655,30.153942
0.121456,30.162666
0.131917,30.171389
0.142802,30.184143
0.139062,30.193535
0.131719,30.196892
0.146368,30.211657
0.156654,30.219711
0.156194,30.228436
0.162053,30.230448
0.183693,30.230448
0.239454,30.238503
0.301775,30.245882
0.345685,30.266016
0.331376,30.272058
0.284453,30.28615
0.237077,30.291517
0.210984,30.304272
0.201412,30.312994
0.198384,30.32239
0.198572,30.329773
0.210571,30.341852
0.208545,30.346552
0.219107,30.356617
0.231906,30.367353
0.23469,30.368698
0.249916,30.380108
0.272111,30.396885
0.264388,30.409634
0.238407,30.41836
0.208662,30.427086
0.193429,30.435139
0.196088,30.445206
0.208356,30.453928
0.225444,30.462654
0.236917,30.474062
0.238728,30.48547
0.237921,30.495537
0.232285,30.508289
0.212956,30.515001
0.210126,30.521042
0.229561,30.528423
0.258627,30.533792
0.291019,30.53916
0.323294,30.549898
0.343785,30.555939
0.362798,30.563324
0.379747,30.571373
0.384745,30.575403
0.393282,30.583454
0.402253,30.592178
0.408716,30.595533
0.414664,30.602245
0.427403,30.609629
0.433526,30.621708
0.42313,30.630434
0.39672,30.633118
0.387733,30.637814
0.406804,30.644527
0.433885,30.647881
0.460263,30.663319
0.462185,30.668686
0.444162,30.678753
0.425024,30.685465
0.415204,30.692844
0.40444,30.697544
0.403122,30.710297
0.398136,30.718349
0.38678,30.723717
0.380823,30.729759
0.388397,30.735798
0.412149,30.736467
0.444876,30.745865
0.464105,30.75526
0.46798,30.756601
0.470632,30.768011
0.466312,30.782778
0.440536,30.789486
0.407385,30.795528
0.38526,30.802912
0.37495,30.808279
0.381964,30.816334
0.395571,30.827742
0.392391,30.837809
0.374684,30.851902
0.340277,30.855255
0.322875,30.864651
0.313353,30.874718
0.308024,30.878077
0.318314,30.891499
0.321167,30.902237
0.312004,30.916328
0.288949,30.929079
0.259881,30.932438
0.253653,30.943846
0.255658,30.951225
0.26707,30.965992
0.260807,30.97673
0.238993,30.986126
0.229269,31.000219
0.222263,31.008944
0.214367,31.017666
0.211728,31.028404
0.216132,31.036457
0.22475,31.048538
0.225639,31.060617
0.21694,31.068672
0.219635,31.078739
0.225402,31.083435
0.235245,31.090147
0.256167,31.110281
0.249145,31.121691
0.228647,31.131758
0.204575,31.143837
0.193191,31.157928
0.185772,31.166655
0.176531,31.180748
0.165052,31.191484
0.153394,31.199539
0.153667,31.210278
0.160187,31.221016
0.163595,31.231083
0.170483,31.24115
0.176869,31.25457
0.176872,31.264637
0.174467,31.276718
0.170517,31.286114
0.164668,31.30088
0.155143,31.313631
0.137395,31.327723
0.118969,31.334435
0.119992,31.346516
0.127012,31.359936
0.122911,31.373358
0.110815,31.389467
0.097736,31.402889
0.085588,31.417652
0.076736,31.427719
0.069573,31.441143
0.068282,31.455236
0.065979,31.467316
0.05908,31.477383
0.063311,31.492146
0.06176,31.506912
0.054852,31.523018
0.046564,31.537109
0.046445,31.547176
0.048531,31.560602
0.050369,31.57201
0.053681,31.581404
0.054801,31.594158
0.063078,31.605566
0.070046,31.614288
0.08259,31.6257
0.095176,31.629726
0.120308,31.643818
0.141511,31.651201
0.157874,31.66328
0.168483,31.677374
0.161057,31.6908
0.151803,31.700863
0.14635,31.709587
0.149773,31.724354
0.146947,31.72838
0.153509,31.735092
0.179266,31.741802
0.205775,31.753881
0.230149,31.759251
0.246659,31.767305
0.269251,31.773344
0.284749,31.786766
0.289275,31.799519
0.273945,31.806229
0.263432,31.816967
0.256864,31.830387
0.244581,31.833746
0.235377,31.847839
0.234962,31.859247
0.222861,31.871998
0.213076,31.885422
0.19755,31.896832
0.179735,31.906223
0.169702,31.91629
0.16698,31.931728
0.164736,31.949177
0.138289,31.957901
0.124655,31.970652
0.116032,31.984747
0.104236,31.989445
0.107028,31.996157
0.13341,32.009579
0.148145,32.022999
0.155905,32.037766
0.142863,32.046486
0.135092,32.06461
0.117691,32.077358
0.098567,32.094139
0.083889,32.106888
0.068789,32.120983
0.059097,32.133732
0.04765,32.145142
0.048742,32.151855
0.059459,32.161922
0.076079,32.178699
0.080679,32.184738
0.088091,32.196819
0.100078,32.202858
0.117447,32.214939
0.133574,32.235744
0.115359,32.255207
0.089106,32.265945
0.072029,32.28138
0.056306,32.289433
0.051994,32.30621
0.045102,32.313595
0.043549,32.320305
0.053803,32.333057
0.063371,32.345806
0.070227,32.363258
0.058086,32.384064
0.042733,32.401508
0.031828,32.408894
0.021251,32.420971
0.018805,32.432381
0.022619,32.447815
0.016612,32.463924
0.013198,32.469292
0.013133,32.485401
0.016825,32.500164
0.019687,32.515602
0.014978,32.531036
0.014172,32.541771
0.015132,32.554523
0.012005,32.568619
0.011888,32.578011
0.007217,32.598145
0.008613,32.615597
0.003408,32.627007
0.003641,32.637741
0.007469,32.653175
0.002851,32.667274
0.002098,32.679352
0.000145,32.68808
0.003048,32.700157
0.007167,32.718277
0.006422,32.730354
0.006699,32.736397
0.006668,32.756531
0.004361,32.765255
0.004736,32.782703
0.0013,32.798141
-0.009518,32.810219
-0.010484,32.822971
-0.009807,32.835052
-0.01081,32.845116
-0.008764,32.85854
-0.005868,32.873978
-0.005215,32.892094
-0.013755,32.900818
-0.019773,32.918941
-0.022815,32.938404
-0.032707,32.957863
-0.057434,32.977325
-0.0941,32.996788
-0.125127,33.008869
-0.145017,33.02095
-0.147489,33.03907
-0.143531,33.05249
-0.138086,33.072624
-0.148024,33.087391
-0.157749,33.106853
-0.168761,33.126987
-0.192639,33.138397
-0.201032,33.154503
-0.198192,33.165913
-0.181502,33.179333
-0.166606,33.193428
-0.151737,33.210205
-0.146202,33.222286
-0.144308,33.238392
-0.136636,33.250469
-0.129601,33.260536
-0.11684,33.279999
-0.112863,33.290737
-0.105152,33.300133
-0.09355,33.309532
-0.083468,33.325638
-0.077822,33.335033
-0.071831,33.350471
-0.069935,33.361877
-0.064879,33.380669
-0.06567,33.38805
-0.062019,33.398117
-0.056357,33.41087
-0.05031,33.420937
-0.041232,33.431671
-0.030657,33.440399
-0.019166,33.447781
-0.011541,33.456505
-0.001124,33.463886
0.010839,33.469257
0.023977,33.483349
0.027117,33.49543
0.030532,33.502811
0.038826,33.514221
0.043288,33.514893
0.059728,33.526302
0.08362,33.53167
0.104838,33.539051
0.129089,33.549118
0.145751,33.556503
0.157027,33.56657
0.169831,33.568581
0.192334,33.577309
0.220562,33.584686
0.249652,33.594753
0.26433,33.600796
0.273086,33.60482
0.285327,33.613548
0.296399,33.615559
0.319618,33.62093
0.359205,33.628983
0.382239,33.639046
0.390278,33.641735
0.389703,33.650455
0.380328,33.657169
0.383062,33.660522
0.396528,33.663879
0.428217,33.669918
0.460516,33.67395
0.481239,33.682671
0.491452,33.688713
0.481924,33.700119
0.458085,33.706833
0.429064,33.717571
0.403159,33.722939
0.387328,33.726963
0.387281,33.732334
0.410494,33.733006
0.450786,33.738373
0.496151,33.746426
0.523534,33.751797
0.528633,33.757164
0.523564,33.765888
0.502889,33.768574
0.491497,33.775284
0.495779,33.784012
0.497152,33.792061
0.488663,33.796089
0.479828,33.801456
0.473976,33.812195
0.46739,33.818909
0.457009,33.828976
0.442718,33.838371
0.420319,33.848438
0.393361,33.857834
0.364785,33.861858
0.350602,33.871254
0.354847,33.879982
0.360299,33.886021
0.363136,33.897427
0.36246,33.903469
0.360234,33.916222
0.350031,33.92897
0.323003,33.937027
0.303162,33.945751
0.293155,33.9538
0.285637,33.959171
0.296634,33.973934
0.299381,33.985344
0.293168,33.991386
0.284569,34.000111
0.285578,34.005478
0.295026,34.016216
0.304732,34.02494
0.314566,34.040375
0.308295,34.05447
0.282107,34.069233
0.241734,34.075947
0.21814,34.090038
0.19773,34.100105
0.187662,34.112858
0.182267,34.123596
0.177869,34.134331
0.181175,34.142387
0.186739,34.153126
0.196758,34.161179
0.218643,34.165874
0.246877,34.176613
0.266523,34.190704
0.281186,34.19809
0.281901,34.209499
0.269396,34.217552
0.265413,34.226276
0.270654,34.235672
0.279313,34.243053
0.296719,34.249096
0.324634,34.252449
0.3566,34.263187
0.386247,34.269901
0.403002,34.278622
0.406635,34.287346
0.394995,34.296074
0.382737,34.301437
0.378349,34.306137
0.39052,34.316208
0.399868,34.326271
0.401786,34.33567
0.397835,34.344391
0.387836,34.355801
0.374173,34.366539
0.348547,34.375935
0.327041,34.392044
0.298001,34.399422
0.276182,34.41016
0.265774,34.42828
0.24579,34.43298
0.233884,34.447075
0.227658,34.461166
0.206992,34.466537
0.20424,34.472576
0.2192,34.485996
0.230426,34.493378
0.245354,34.508148
0.23719,34.520897
0.222191,34.533646
0.19932,34.543716
0.179248,34.56385
0.155696,34.573246
0.135266,34.584652
0.121627,34.598076
0.115933,34.610153
0.106296,34.622906
0.107183,34.627605
0.121902,34.634987
0.149562,34.653778
0.159606,34.657803
0.164153,34.671227
0.168037,34.681293
0.164669,34.697399
0.150628,34.711491
0.135436,34.730286
0.112466,34.740353
0.092824,34.756454
0.071976,34.766525
0.063838,34.775921
0.066397,34.78867
0.071718,34.800755
0.075595,34.811493
0.078717,34.818199
0.085673,34.83028
0.097605,34.841019
0.105431,34.855785
0.09735,34.869205
0.092251,34.887997
0.077313,34.899406
0.062581,34.905445
0.0623,34.929604
0.051799,34.94236
0.039712,34.960476
0.032278,34.975914
0.025336,34.987324
0.024863,35.000744
0.020228,35.012154
0.016917,35.025574
0.015736,35.044365
0.011892,35.069199
0.001631,35.083965
-0.007288,35.096714
-0.010674,35.110806
-0.014665,35.122215
-0.014281,35.135635
-0.011457,35.14772
-0.006063,35.158459
-0.004257,35.169868
-0.007246,35.18396
-0.003428,35.19537
0.000826,35.218857
-0.001772,35.236977
-0.008369,35.25174
-0.016038,35.265163
-0.020163,35.272545
-0.015589,35.283955
-0.006298,35.298717
-0.005503,35.312813
0.001027,35.323551
0.00565,35.332275
0.007882,35.349052
0.009334,35.361134
0.007246,35.367844
0.009524,35.380596
0.016763,35.392006
0.020619,35.402744
0.027351,35.417507
0.028194,35.427574
0.030164,35.444351
0.029931,35.460457
0.023411,35.469852
0.01943,35.477909
0.015534,35.492001
0.021283,35.504082
0.026548,35.516163
0.032231,35.520859
0.035712,35.53294
0.037026,35.542336
0.040831,35.556427
0.042568,35.570522
0.033482,35.588642
0.025005,35.600723
0.025899,35.614819
0.028026,35.626225
0.025138,35.637634
0.024973,35.649044
0.025089,35.661125
0.023128,35.67186
0.020157,35.686623
0.020483,35.691994
0.023702,35.712799
0.02088,35.723537
0.021855,35.739643
0.019187,35.753063
0.013783,35.769844
0.009151,35.781925
0.005963,35.794003
0.002817,35.808098
0.005784,35.820179
0.008358,35.832932
0.00779,35.836956
0.012024,35.847023
0.015098,35.861786
0.017378,35.876553
0.013624,35.892658
0.00999,35.902725
0.012635,35.923531
0.010969,35.933598
0.007338,35.942993
0.007045,35.95306
0.009418,35.963799
0.011111,35.974533
0.01201,35.989967
0.01178,36.004066
0.011421,36.015472
0.007874,36.032249
0.001962,36.045002
-0.000203,36.061779
-0.006286,36.067818
-0.006053,36.081242
-0.004762,36.093323
-0.003776,36.102718
-0.000311,36.117481
-0.000711,36.129562
-0.000829,36.14164
0.000556,36.155067
0.000512,36.169159
0.004561,36.175869
0.007438,36.189293
0.008379,36.195332
0.016393,36.208752
0.021641,36.222847
0.017594,36.236942
0.018495,36.24902
0.021629,36.257076
0.023255,36.269825
0.022852,36.288616
0.019902,36.298012
0.018685,36.30875
0.01592,36.320831
0.016911,36.334251
0.02036,36.34499
0.022406,36.353714
0.028786,36.362442
0.034896,36.371162
0.047611,36.375862
0.070292,36.387943
0.088996,36.395325
0.107166,36.412773
0.110131,36.418144
0.108992,36.425522
0.119712,36.43626
0.128789,36.451698
0.122775,36.462437
0.112919,36.475189
0.099953,36.489952
0.087609,36.502705
0.074077,36.512772
0.071108,36.522835
0.065219,36.53223
0.066922,36.550354
0.064536,36.561089
0.059562,36.570488
0.060388,36.581894
0.062172,36.595318
0.062414,36.606728
0.062404,36.618134
0.059297,36.635586
0.054306,36.648335
0.046829,36.656391
0.048638,36.668468
0.051307,36.681221
0.050322,36.695984
0.047674,36.713432
0.044344,36.723499
0.041277,36.731556
0.045423,36.743633
0.047539,36.759739
0.050873,36.769135
0.052779,36.777191
0.06211,36.784573
0.074997,36.795982
0.08924,36.808731
0.09717,36.816116
0.102538,36.831551
0.103725,36.848328
0.095925,36.855709
0.089876,36.863766
0.09528,36.873833
0.104133,36.877857
0.128575,36.886581
0.164336,36.897991
0.189572,36.906044
0.199877,36.91544
0.211723,36.92215
0.221844,36.928192
0.240825,36.940941
0.247618,36.954365
0.240637,36.959064
0.232913,36.967789
0.231738,36.974499
0.237885,36.989262
0.241477,36.991276
0.25031,36.995304
0.274219,37.004028
0.303884,37.01812
0.310273,37.026176
0.304375,37.02953
0.303429,37.039597
0.305849,37.048321
0.301384,37.059731
0.292192,37.061073
0.29356,37.075165
0.293594,37.085903
0.283393,37.091942
0.280237,37.101341
0.282889,37.108047
0.290084,37.112747
0.3103,37.120132
0.331864,37.132881
0.337121,37.136909
0.33797,37.147644
0.337344,37.157715
0.332295,37.16711
0.319524,37.173149
0.309221,37.183884
0.301719,37.193283
0.303418,37.201336
0.300181,37.209389
0.29381,37.217445
0.29255,37.22348
0.307658,37.230194
0.335852,37.236904
0.357602,37.248314
0.360418,37.258381
0.354202,37.265091
0.345098,37.273819
0.347537,37.283882
0.33922,37.293282
0.332885,37.300659
0.325858,37.309387
0.323727,37.316769
0.32413,37.322807
0.336573,37.326836
0.363446,37.332203
0.398542,37.340256
0.427475,37.346294
0.447219,37.35368
0.45112,37.369118
0.424712,37.373142
0.397872,37.389919
0.366553,37.391262
0.350565,37.398643
0.353126,37.412739
0.345747,37.419449
0.346265,37.431526
0.339699,37.437569
0.330488,37.443607
0.332852,37.45166
0.344547,37.459045
0.35396,37.467098
0.368887,37.472466
0.377108,37.481194
0.38671,37.491257
0.384242,37.505352
0.363045,37.519444
0.324099,37.526825
0.287834,37.541592
0.252367,37.55233
