iq,rotor
0.390953,37.382538
0.393794,37.392605
0.383603,37.402672
0.364097,37.40871
0.353016,37.416092
0.360841,37.422131
0.36931,37.428844
0.379525,37.436226
0.39176,37.45166
0.384401,37.459717
0.358299,37.470455
0.330569,37.482533
0.306854,37.491257
0.286931,37.498638
0.279271,37.510723
0.276641,37.518772
0.278274,37.528168
0.27914,37.536896
0.282685,37.546291
0.280352,37.55904
0.275971,37.569778
0.256913,37.579174
0.250223,37.596626
0.230853,37.605347
0.207289,37.616085
0.197107,37.628838
0.185905,37.6436
0.169593,37.655682
0.152977,37.671116
0.135867,37.681854
0.126527,37.69125
0.13177,37.704002
0.128717,37.715408
0.125975,37.728165
0.12763,37.74427
0.119658,37.754333
0.1117,37.767086
0.106702,37.779167
0.101921,37.794601
0.092017,37.807354
0.085917,37.81675
0.087258,37.827488
0.094911,37.839569
0.102336,37.846951
0.116456,37.854332
0.141296,37.861713
0.176068,37.869099
0.204459,37.881176
0.222531,37.899971
0.208611,37.909363
0.193153,37.917416
0.178932,37.92614
0.179871,37.934196
0.192947,37.946945
0.205277,37.960369
0.195471,37.971107
0.186097,37.983185
0.168975,37.996609
0.156641,38.003319
0.151223,38.016743
0.152099,38.02211
0.162321,38.034191
0.171463,38.042244
0.180925,38.048954
0.198291,38.065735
0.201791,38.080498
0.185433,38.089222
0.164817,38.103985
0.149484,38.112713
0.134476,38.130833
0.120538,38.1409
0.113734,38.146938
0.120449,38.160362
0.12195,38.171101
0.123339,38.183853
0.120044,38.196602
0.115904,38.210022
0.101578,38.221432
0.095087,38.233513
0.090981,38.240894
0.090826,38.256329
0.089349,38.268414
0.079917,38.289215
0.069638,38.301296
0.055002,38.31673
0.03998,38.32814
0.035898,38.344921
0.035014,38.354313
0.037357,38.372433
0.028647,38.383842
0.02511,38.405319
0.014925,38.413372
0.01381,38.423439
0.012002,38.43552
0.011951,38.44894
0.015108,38.467731
0.01289,38.479813
0.006255,38.493233
0.000458,38.508671
-0.000794,38.520752
-0.000301,38.536186
-0.001901,38.548264
-0.005143,38.559673
-0.006342,38.579136
-0.009248,38.593231
-0.008356,38.606655
-0.012226,38.617393
-0.012556,38.637527
-0.020541,38.655643
-0.03287,38.672424
-0.040337,38.687859
-0.045408,38.700607
-0.051107,38.714706
-0.051282,38.722084
-0.047411,38.741547
-0.052326,38.756985
-0.051732,38.767723
-0.054248,38.78651
-0.061916,38.812016
-0.084019,38.826778
-0.107615,38.846245
-0.126355,38.857651
-0.132354,38.868389
-0.12438,38.887852
-0.119689,38.904629
-0.128502,38.918724
-0.132154,38.929462
-0.125162,38.940872
-0.111341,38.958988
-0.107303,38.973755
-0.111395,38.981808
-0.098822,38.997246
-0.08798,39.016708
-0.090557,39.029457
-0.09517,39.047577
-0.105113,39.057644
-0.109561,39.070396
-0.104332,39.077778
-0.087302,39.093216
-0.073071,39.103951
-0.064464,39.116032
-0.057361,39.123413
-0.048549,39.134151
-0.039716,39.14489
-0.029836,39.160995
-0.027444,39.172405
-0.023416,39.187168
-0.026498,39.196564
-0.027744,39.206631
-0.021343,39.221394
-0.018258,39.235489
-0.017212,39.24757
-0.021086,39.25898
-0.023485,39.269718
-0.021348,39.287167
-0.022553,39.29723
-0.026141,39.311325
-0.029273,39.324749
-0.03263,39.333473
-0.027806,39.344883
-0.023084,39.360989
-0.023565,39.370384
-0.019894,39.377098
-0.010076,39.387161
-0.002654,39.397232
0.002585,39.406628
0.00945,39.413334
0.018568,39.424744
0.027613,39.431458
0.03792,39.440853
0.0463,39.451591
0.055381,39.462997
0.056762,39.482464
0.049411,39.489841
0.047327,39.499908
0.04992,39.506622
0.056366,39.517361
0.062563,39.525414
0.071862,39.533466
0.084173,39.538166
0.102374,39.544205
0.132054,39.556282
0.157085,39.569038
0.165413,39.575073
0.17115,39.581787
0.173567,39.589169
0.191671,39.598564
0.203423,39.611988
0.200886,39.624741
0.184735,39.63279
0.164156,39.639503
0.161689,39.646885
0.175596,39.657623
0.194595,39.673729
0.191558,39.683125
0.17333,39.689838
0.166329,39.695206
0.175828,39.71064
0.183796,39.713326
0.196725,39.726746
0.208479,39.736145
0.215557,39.749565
0.203739,39.754936
0.194223,39.766342
0.190419,39.775742
0.191872,39.781776
0.20671,39.785809
0.236274,39.802582
0.2456,39.810638
0.242321,39.822716
0.229806,39.828758
0.22027,39.837479
0.226553,39.848217
0.236469,39.858284
0.244207,39.861645
0.256932,39.871708
0.271442,39.879761
0.282373,39.889828
0.287518,39.895199
0.295466,39.90258
0.310373,39.908619
0.333485,39.912647
0.362364,39.929424
0.369136,39.939491
0.343156,39.946201
0.320529,39.950901
0.310245,39.961639
0.306549,39.970364
0.300957,39.978416
0.297517,39.987812
0.305118,39.999889
0.302029,40.009956
0.287264,40.015999
0.278815,40.02338
0.283977,40.030762
0.299719,40.037476
0.312029,40.05291
0.30861,40.058952
0.29745,40.07103
0.283226,40.079086
0.272347,40.092506
0.252677,40.101902
0.236196,40.107941
0.235233,40.120022
0.241435,40.125389
0.24783,40.134789
0.255425,40.138813
0.275058,40.146866
0.294663,40.158276
0.298483,40.168343
0.293649,40.183777
0.266429,40.190491
0.240112,40.201225
0.218316,40.218674
0.197533,40.227398
0.180239,40.242165
0.15805,40.252903
0.136096,40.265656
0.127755,40.275723
0.125837,40.285118
0.125972,40.295185
0.127807,40.305923
0.134778,40.322029
0.138079,40.332764
0.125871,40.343502
0.111638,40.358269
0.10685,40.376389
0.08912,40.387798
0.076178,40.405247
0.062829,40.415985
0.057777,40.422024
0.061573,40.432762
0.06797,40.446182
0.075415,40.458939
0.077264,40.473701
0.076373,40.487122
0.07086,40.49115
0.075513,40.505913
0.089707,40.512627
0.111316,40.52739
0.123543,40.538799
0.119385,40.547523
0.120359,40.558933
0.124199,40.567657
0.129543,40.581749
0.132726,40.588463
0.141931,40.599873
0.146986,40.606579
0.160107,40.617989
0.168087,40.628727
0.171023,40.638794
0.175154,40.654903
0.16595,40.666313
0.151253,40.675709
0.146079,40.684429
0.148823,40.692482
0.162217,40.707249
0.162641,40.711945
0.167988,40.726711
0.166669,40.733421
0.173287,40.747513
0.173711,40.759594
0.167433,40.76899
0.165989,40.776375
0.162362,40.787113
0.164664,40.79718
0.170299,40.809929
0.174762,40.818653
0.178811,40.827381
0.188326,40.836102
0.200955,40.850197
0.19892,40.86496
0.180819,40.868317
0.173111,40.879723
0.172515,40.887779
0.184445,40.897175
0.202282,40.903885
0.221279,40.914623
0.233041,40.928047
0.224036,40.938786
0.213826,40.946838
0.208834,40.962944
0.201204,40.966297
0.202033,40.971668
0.218512,40.985092
0.228047,40.996498
0.232064,41.004555
0.223188,41.015289
0.221461,41.022003
0.224027,41.026699
0.247442,41.03878
0.265526,41.048847
0.263799,41.062939
0.254222,41.075691
0.230571,41.08173
0.218246,41.089787
0.22018,41.097168
0.228106,41.105892
0.241284,41.119316
0.241809,41.128708
0.235665,41.136765
0.228261,41.147499
0.221283,41.157566
0.213455,41.170319
0.197561,41.186428
0.173178,41.198505
0.14987,41.209915
0.135791,41.222664
0.126806,41.231392
0.123276,41.241459
0.125738,41.250183
0.140679,41.259579
0.148321,41.27367
0.150549,41.285751
0.140883,41.294476
0.137159,41.31461
0.115904,41.329372
0.099301,41.3381
0.087594,41.354874
0.080398,41.368301
0.074027,41.380379
0.065865,41.395142
0.062014,41.406551
0.06034,41.425343
0.052163,41.43541
0.046125,41.455544
0.040213,41.471649
0.035943,41.483059
0.033025,41.493797
0.033458,41.505875
0.026459,41.522655
0.025038,41.535408
0.023097,41.546814
0.022186,41.558895
0.02281,41.571648
0.020728,41.583054
0.02483,41.59581
0.030031,41.605202
0.035117,41.619297
0.040559,41.629364
0.044696,41.641445
0.046955,41.65889
0.042447,41.670975
0.044577,41.683723
0.04192,41.697147
0.036804,41.713249
0.030695,41.72802
0.02773,41.74144
0.022173,41.755531
0.02069,41.772984
0.014869,41.781036
0.015073,41.793118
0.018235,41.80117
0.023983,41.81929
0.021024,41.834053
0.014538,41.849487
0.012332,41.857544
0.010129,41.867611
0.009106,41.883045
0.009772,41.899155
0.006554,41.913246
-0.002392,41.925995
-0.004045,41.941429
-0.010003,41.956196
-0.012168,41.967606
-0.01075,41.982368
-0.017925,41.99445
-0.019494,42.007202
-0.020761,42.023979
-0.023828,42.04076
-0.033519,42.056862
-0.048276,42.071629
-0.060409,42.087067
-0.069256,42.098473
-0.071205,42.115253
-0.076363,42.125988
-0.077211,42.144779
-0.083572,42.155518
-0.083499,42.169613
-0.086061,42.181694
-0.09016,42.199139
-0.092227,42.21122
-0.091116,42.224644
-0.092639,42.240749
-0.099688,42.250145
-0.099139,42.268269
-0.100259,42.281017
-0.106475,42.297794
-0.119931,42.309875
-0.121269,42.325981
-0.122413,42.335377
-0.123158,42.352825
-0.121992,42.365578
-0.12121,42.37833
-0.122247,42.395775
-0.124556,42.413227
-0.137999,42.425308
-0.140088,42.443428
-0.142174,42.460205
-0.15523,42.4743
-0.167195,42.490406
-0.167357,42.49913
-0.158586,42.516579
-0.149239,42.52866
-0.137571,42.539398
-0.1273,42.551479
-0.115128,42.569595
-0.117239,42.583019
-0.108443,42.591072
-0.09655,42.598454
-0.078411,42.605839
-0.06003,42.621273
-0.049051,42.632011
-0.036416,42.638054
-0.025106,42.643417
-0.01272,42.646103
0.005132,42.658188
0.022495,42.671608
0.026276,42.682346
0.034422,42.689728
0.039012,42.693756
0.051489,42.70248
0.068064,42.708519
0.091499,42.719254
0.111594,42.726639
0.128715,42.73872
0.135503,42.744759
0.144617,42.748116
0.164304,42.754154
0.204662,42.756168
0.247031,42.762878
0.29605,42.77026
0.335644,42.773617
0.364886,42.779655
0.381829,42.787037
0.389557,42.793079
0.395605,42.799789
0.394628,42.814556
0.369488,42.821938
0.331894,42.832005
0.298886,42.8367
0.285072,42.842072
0.297169,42.850124
0.314468,42.858849
0.323892,42.871597
0.322463,42.876968
0.31968,42.885025
0.32053,42.895088
0.317889,42.90247
0.311804,42.911194
0.311206,42.921932
0.305075,42.927299
0.303392,42.931328
0.317321,42.942066
0.326573,42.953476
0.328618,42.964214
0.315627,42.970253
0.302403,42.975624
0.303437,42.982334
0.321613,42.989716
0.340473,42.999111
0.358802,43.007835
0.365024,43.014545
0.366788,43.023941
0.355774,43.029984
0.354113,43.034679
0.366704,43.046089
0.374956,43.047432
0.387477,43.054813
0.395935,43.067566
0.394387,43.072937
0.388849,43.083672
0.376424,43.096424
0.357823,43.103806
0.334944,43.113205
0.312933,43.117901
0.311788,43.131992
0.304378,43.138702
0.307814,43.142059
0.329292,43.150112
0.352463,43.155479
0.371452,43.160179
0.395162,43.168236
0.412259,43.181656
0.409631,43.191723
0.384152,43.205143
0.342216,-0.771113
0.312986,-0.768429
0.317965,-0.757691
0.331388,-0.755677
0.356287,-0.748295
0.38055,-0.739571
0.402159,-0.735544
0.414577,-0.725477
0.410022,-0.710712
0.383362,-0.702659
0.345395,-0.69125
0.311828,-0.682526
0.283962,-0.669774
0.264773,-0.662392
0.257293,-0.657694
0.267933,-0.650312
0.29223,-0.639574
0.311678,-0.63085
0.318386,-0.621454
0.313628,-0.614072
0.30808,-0.605347
0.305829,-0.594609
0.301322,-0.585214
0.299999,-0.571791
0.282876,-0.561054
0.26351,-0.550987
0.246388,-0.539578
0.226809,-0.533538
0.226256,-0.520115
0.229577,-0.51072
0.232214,-0.503338
0.23702,-0.491929
0.237745,-0.481191
0.238294,-0.465755
0.226519,-0.458373
0.215728,-0.450319
0.21238,-0.440924
0.2231,-0.433541
0.232006,-0.424817
0.254648,-0.416092
0.274617,-0.406026
0.287688,-0.39663
0.287037,-0.386563
0.281591,-0.376496
0.274268,-0.36039
0.254334,-0.349652
0.23179,-0.340256
0.220522,-0.330861
0.218039,-0.32482
0.231048,-0.321465
0.266766,-0.31274
0.303513,-0.30066
0.317617,-0.289922
0.308454,-0.283211
0.299624,-0.275158
0.301739,-0.263078
0.301705,-0.25234
0.295656,-0.239589
0.277457,-0.227509
0.248086,-0.217442
0.225907,-0.202677
0.196961,-0.183886
0.162732,-0.176504
0.149121,-0.171135
0.147045,-0.158384
0.162426,-0.142948
0.15646,-0.128183
0.13409,-0.114761
0.11903,-0.100668
0.10418,-0.089259
0.092017,-0.074494
0.08193,-0.059729
0.073882,-0.04228
0.059157,-0.026845
0.049088,-0.014093
0.040845,0.000671
0.036517,0.01812
0.031479,0.032885
0.027478,0.052347
0.018026,0.067783
0.011032,0.077178
0.009104,0.094627
0.011879,0.100667
0.012015,0.116774
0.013825,0.128183
0.01471,0.148988
0.012707,0.164424
0.005787,0.179188
-0.002315,0.193953
-0.005544,0.204019
-0.007536,0.219455
-0.011741,0.233549
-0.010767,0.246971
-0.005455,0.25234
0.001564,0.267776
0.000692,0.279856
0.003797,0.29462
0.003728,0.310056
0.001577,0.325491
-0.005371,0.342269
-0.010264,0.354349
-0.00938,0.36643
-0.007444,0.380523
-0.010125,0.388576
-0.012082,0.397301
-0.006377,0.410052
-0.003566,0.421461
-0.001512,0.436897
-0.001535,0.448306
0.001246,0.459715
0.003299,0.469782
0.007601,0.484546
0.007942,0.496626
0.00362,0.509377
0.008062,0.514075
0.014239,0.520115
0.020351,0.534209
0.025853,0.550316
0.02696,0.560382
0.029064,0.573805
0.029555,0.583871
0.029783,0.58924
0.03219,0.602663
0.036563,0.616085
0.035718,0.634876
0.034329,0.639574
0.038108,0.650983
0.041852,0.66105
0.043659,0.671788
0.053408,0.677828
0.06404,0.684539
0.085749,0.693263
0.115,0.705343
0.125788,0.714739
0.127519,0.722121
0.139867,0.736886
0.144384,0.744268
0.14727,0.757691
0.139836,0.770442
0.132321,0.777153
0.131462,0.784535
0.143549,0.795944
0.157479,0.808695
0.155469,0.818091
0.150942,0.825473
0.158622,0.839567
0.160646,0.848962
0.157011,0.861714
0.145688,0.872451
0.133375,0.885874
0.121405,0.899296
0.112374,0.906678
0.110309,0.914732
0.11577,0.928154
0.125946,0.93755
0.130949,0.944932
0.135962,0.960368
0.134123,0.967079
0.135541,0.983857
0.127834,1.003319
0.107211,1.018084
0.084257,1.033519
0.069061,1.047613
0.056357,1.05768
0.051006,1.076471
0.041246,1.092578
0.030829,1.103316
0.029122,1.113382
0.029936,1.131502
0.024807,1.149623
0.016141,1.164387
0.014173,1.182507
0.005339,1.19593
0.003107,1.212036
-0.005366,1.223445
-0.006327,1.240223
-0.00978,1.25633
-0.017866,1.265055
-0.013543,1.27445
-0.007186,1.287873
-0.002125,1.298611
-0.002351,1.311362
-0.000568,1.33418
-0.004078,1.342904
-0.005293,1.355655
-0.007094,1.371091
-0.010023,1.383842
-0.012534,1.398607
-0.016,1.407331
-0.013807,1.426123
-0.018483,1.434847
-0.015325,1.448941
-0.012046,1.462363
-0.017204,1.47847
-0.021122,1.489879
-0.019057,1.504643
-0.026418,1.518066
-0.029322,1.533501
-0.035617,1.547595
-0.038666,1.559675
-0.038031,1.571084
-0.041458,1.583835
-0.035726,1.59256
-0.027282,1.605311
-0.025476,1.618733
-0.027072,1.63484
-0.034966,1.648262
-0.037136,1.659671
-0.034527,1.668396
-0.032861,1.683831
-0.032537,1.696583
-0.030826,1.712689
-0.034225,1.724098
-0.039192,1.731481
-0.035256,1.744903
-0.028004,1.752957
-0.021836,1.76101
-0.014486,1.771076
-0.007522,1.783828
-0.001769,1.797921
-0.001336,1.810001
0.003819,1.820068
0.003633,1.836846
0.001383,1.849597
-0.003943,1.863019
-0.009232,1.873757
-0.007746,1.88718
-0.010081,1.898589
-0.00604,1.909998
-0.004048,1.920064
-0.000478,1.928789
0.001986,1.942882
0.002792,1.95966
0.000198,1.969727
-0.000055,1.979794
0.000836,1.989189
0.00506,1.997914
0.009183,2.010665
0.010795,2.024087
0.01105,2.034825
0.01141,2.047577
0.010037,2.060999
0.011439,2.071737
0.009705,2.085159
0.007867,2.097239
0.009766,2.107306
0.013575,2.124084
0.010505,2.131466
0.01241,2.142875
0.013519,2.154284
0.01698,2.163009
0.023554,2.167706
0.032448,2.180458
0.045343,2.186498
0.057365,2.193209
0.079684,2.203276
0.103542,2.213342
0.119486,2.222738
0.131006,2.234818
0.1395,2.240858
0.15156,2.249583
0.173974,2.254952
0.195678,2.26569
0.215682,2.273072
0.232957,2.280454
0.250051,2.282467
0.283853,2.285823
0.328704,2.292534
0.374062,2.296561
0.420127,2.300588
0.454919,2.303943
0.482054,2.311996
0.492966,2.318037
0.495847,2.322063
0.497807,2.324748
0.505482,2.333472
0.504268,2.33817
0.505472,2.342868
0.505659,2.348237
0.515105,2.350921
0.526983,2.358975
0.530799,2.369041
0.518644,2.371726
0.517959,2.372397
0.531912,2.378437
0.548301,2.386491
0.558482,2.387833
0.572267,2.39186
0.581213,2.395215
0.595541,2.405282
0.593097,2.414677
0.567241,2.414006
0.547943,2.425415
0.535939,2.426758
0.53577,2.425415
0.563612,2.436824
0.578068,2.444878
0.571682,2.450247
0.560348,2.454273
0.551531,2.462327
0.542125,2.46434
0.536466,2.471722
0.536693,2.480447
0.526643,2.483131
0.522752,2.4885
0.52085,2.502594
0.505531,2.515345
0.464432,2.52474
0.414372,2.532794
0.381294,2.534807
0.377876,2.551585
0.37321,2.552256
0.376923,2.56031
0.397796,2.565008
0.419005,2.581114
0.416236,2.585812
0.400462,2.595879
0.388301,2.603261
0.375614,2.615341
0.357231,2.624066
0.341464,2.635475
0.322494,2.640173
0.319488,2.649568
0.324305,2.653595
0.350053,2.660306
0.386779,2.673728
0.395925,2.681782
0.385813,2.69252
0.366929,2.703258
0.338236,2.716009
0.31122,2.725404
0.292939,2.736142
0.277118,2.748894
0.264835,2.756947
0.255578,2.75896
0.275694,2.769698
0.299896,2.779094
0.315785,2.790503
0.320758,2.797885
0.318581,2.811307
0.303857,2.819361
0.293007,2.82473
0.301344,2.835467
0.312548,2.84285
0.318296,2.850903
0.332933,2.864326
0.331398,2.87305
0.320927,2.883788
0.314199,2.894526
0.299804,2.905935
0.287434,2.914659
0.278994,2.924055
0.274263,2.937477
0.263415,2.948886
0.250702,2.958953
0.242393,2.963651
0.251341,2.973046
0.263653,2.984455
0.271716,2.998549
0.265414,3.005931
0.254087,3.018011
0.244695,3.034118
0.218756,3.042171
0.19988,3.055594
0.196444,3.071701
0.179933,3.082438
0.157254,3.095861
0.143759,3.103243
0.143464,3.115323
0.146729,3.128074
0.152885,3.13747
0.151652,3.150221
0.151416,3.158946
0.164708,3.170355
0.173842,3.181764
0.175454,3.188475
0.180062,3.201226
0.195412,3.207266
0.207107,3.217333
0.227865,3.229413
0.240465,3.23948
0.242109,3.2576
0.21528,3.271693
0.181877,3.279076
0.162333,3.293169
0.151376,3.301894
0.154965,3.312632
0.163977,3.32337
0.17242,3.338134
0.171833,3.352227
0.154968,3.366321
0.131695,3.373032
0.121017,3.380414
0.130719,3.39585
0.144248,3.411286
0.144467,3.424037
0.131166,3.429406
0.125118,3.441486
0.125345,3.453566
0.130024,3.469002
0.128169,3.479739
0.121481,3.493833
0.11403,3.505913
0.10375,3.522691
0.087882,3.536114
0.076244,3.549536
0.060301,3.563629
0.048978,3.57638
0.047897,3.591145
0.043954,3.607923
0.036928,3.620674
0.028,3.63611
0.028194,3.654901
0.021073,3.676377
0.008486,3.689799
0.006977,3.703893
0.004007,3.722013
0.000777,3.739462
-0.008905,3.752213
-0.018986,3.773689
-0.028076,3.787782
-0.036376,3.807245
-0.047044,3.824022
-0.062449,3.846169
-0.075986,3.858921
-0.084719,3.873014
-0.090914,3.895161
-0.102949,3.909254
-0.113631,3.928046
-0.123814,3.941468
-0.128698,3.952206
-0.118373,3.967641
-0.11065,3.984419
-0.112475,3.998513
-0.114417,4.01529
-0.118301,4.03274
-0.124666,4.050189
-0.14095,4.069651
-0.164506,4.083074
-0.17858,4.096496
-0.174159,4.109247
-0.157175,4.121998
-0.137166,4.134749
-0.123307,4.142132
-0.099123,4.156225
-0.083952,4.169647
-0.078977,4.185083
-0.077552,4.200519
-0.080142,4.217968
-0.093096,4.229377
-0.10196,4.242799
-0.101133,4.25555
-0.095348,4.272328
-0.101548,4.283066
-0.09921,4.29716
-0.096869,4.307898
-0.085336,4.313266
-0.069579,4.328031
-0.057435,4.340782
-0.050134,4.350849
-0.044279,4.358232
-0.036501,4.37568
-0.033633,4.385747
-0.026975,4.395813
-0.021434,4.406551
-0.015922,4.421988
-0.011736,4.428699
-0.007113,4.436081
-0.001766,4.449503
0.001581,4.456885
0.002266,4.472992
0.000957,4.485072
0.002285,4.491113
0.00579,4.503863
0.008691,4.516615
0.007721,4.522655
0.006422,4.532722
0.009767,4.542117
0.014234,4.55554
0.012376,4.575002
0.011678,4.582384
0.011348,4.601846
0.008007,4.617282
0.00406,4.624664
0.005457,4.640771
0.00499,4.656207
-0.001132,4.665603
0.000194,4.679696
-0.000114,4.689763
0.002361,4.705199
0.001237,4.712581
0.00203,4.723319
0.004119,4.738755
0.005585,4.756875
0.002151,4.763586
0.0029,4.779021
0.002114,4.79647
-0.000265,4.807208
-0.003507,4.822644
-0.002454,4.833382
-0.000192,4.842106
0.004365,4.858884
0.007717,4.875662
0.00398,4.882373
0.006107,4.899822
0.006985,4.908547
0.010325,4.920627
0.013431,4.924654
0.02474,4.936063
0.037295,4.945458
0.046667,4.959552
0.049232,4.962907
0.0613,4.972974
0.079157,4.983041
0.095061,4.985725
0.11818,4.992436
0.1603,4.999819
0.19601,5.014583
0.203179,5.020624
0.201518,5.028006
0.208677,5.037401
0.217577,5.050152
0.219083,5.062904
0.207416,5.062904
0.218478,5.072299
0.240281,5.079681
0.262946,5.089748
0.274626,5.101829
0.267389,5.10854
0.253639,5.122633
0.234755,5.128002
0.22543,5.138069
0.225942,5.142766
0.243872,5.146122
0.279179,5.157531
0.309308,5.166927
0.317436,5.182363
0.292394,5.195114
0.249544,5.202496
0.218466,5.209878
0.208578,5.220616
0.213652,5.230011
0.217442,5.233367
0.24064,5.239408
0.275054,5.25283
0.296091,5.264238
0.284963,5.276319
0.265757,5.288399
0.242701,5.297794
0.222643,5.305177
0.217655,5.311888
0.225659,5.321284
0.238916,5.325981
0.25768,5.33739
0.270683,5.345444
0.283547,5.354839
0.28417,5.364906
0.283353,5.374302
0.270144,5.386382
0.250153,5.394435
0.238255,5.406516
0.229384,5.417253
0.217927,5.434031
0.19414,5.440742
0.175004,5.448796
0.173493,5.458862
0.187265,5.466916
0.203726,5.476312
0.220658,5.48705
0.229293,5.503156
0.21439,5.506512
0.208565,5.510538
0.222579,5.522618
0.23683,5.536041
0.239583,5.548121
0.224079,5.555503
0.213052,5.566241
0.201406,5.575637
0.195687,5.582348
0.20375,5.596441
0.201108,5.611206
0.18252,5.621944
0.160021,5.636037
0.141197,5.642077
0.134845,5.647446
0.152555,5.654829
0.178458,5.669593
0.190725,5.682344
0.186365,5.695096
0.169847,5.70986
0.146091,5.725296
0.121667,5.733349
0.109523,5.74543
0.103708,5.761536
0.095095,5.770932
0.090523,5.777643
0.101988,5.791737
0.105965,5.800461
0.118989,5.811199
0.132574,5.819252
0.147014,5.834017
0.154363,5.851466
0.14275,5.859519
0.132296,5.868915
0.128101,5.881666
0.130481,5.889719
0.139113,5.899786
0.1512,5.909853
0.173281,5.916564
0.193823,5.928644
0.213716,5.939382
0.221474,5.945422
0.231182,5.958173
0.238232,5.9622
0.253317,5.966897
0.277632,5.975622
0.311045,5.983676
0.339844,5.9924
0.355315,6.00448
0.348175,6.009178
0.346461,6.013205
0.355393,6.025285
0.366694,6.031325
0.376465,6.037365
0.381877,6.04609
0.387158,6.060854
0.369984,6.065552
0.350014,6.066223
0.360519,6.075618
0.382923,6.087698
0.388666,6.097765
0.379006,6.101792
0.377643,6.109174
0.385038,6.119241
0.38633,6.123939
0.381396,6.136691
0.376228,6.146086
0.363479,6.15481
0.346716,6.170918
0.320195,6.172259
0.315614,6.178971
0.332433,6.182997
0.35427,6.200447
0.352903,6.216553
0.323911,6.224607
0.289784,6.236687
0.261064,6.242056
0.251317,6.254807
0.253843,6.258162
0.267935,6.266887
0.287468,6.283665
0.280075,6.296416
0.264754,6.303127
0.257777,6.313194
0.252621,6.329972
0.236188,6.345407
0.19565,6.358159
0.162692,6.362185
0.155772,6.374937
0.16221,6.386346
0.168082,6.401782
0.16508,6.409163
0.162228,6.41923
0.163211,6.431982
0.160426,6.452786
0.142577,6.460839
0.127309,6.471577
0.116272,6.485
0.115645,6.493053
0.121516,6.505805
0.128702,6.513187
0.138316,6.517213
0.163477,6.527951
0.193487,6.536675
0.213341,6.548085
0.221898,6.564192
0.204092,6.573587
0.18533,6.585667
0.163782,6.599761
0.152105,6.603787
0.154845,6.622579
0.146197,6.628618
0.145991,6.637343
0.147107,6.652779
0.148711,6.672241
0.131705,6.676939
0.127186,6.686335
0.130253,6.700428
0.130511,6.709153
0.128293,6.720562
0.127953,6.735997
0.115375,6.742037
0.115528,6.763513
0.105051,6.77358
0.092137,6.789016
0.085533,6.802438
0.072197,6.817873
0.060041,6.823242
0.065549,6.834651
0.062184,6.847403
0.06707,6.856799
0.079673,6.870221
0.088343,6.884315
0.083916,6.903777
0.072317,6.914515
0.06066,6.933306
0.051349,6.946057
0.038953,6.954782
0.037649,6.96619
0.041409,6.982968
0.036426,6.991693
0.037421,6.998404
0.047252,7.012497
0.056255,7.025249
0.064095,7.036657
0.069608,7.052764
0.06195,7.067528
0.05181,7.076253
0.048027,7.086319
0.059017,7.094373
0.067933,7.112494
0.069155,7.127257
0.057841,7.13464
0.05843,7.150747
0.054515,7.16484
0.043253,7.179605
0.035418,7.190343
0.035886,7.203094
0.034496,7.219201
0.03024,7.23061
0.024323,7.244033
0.022501,7.263495
0.015145,7.27893
0.010193,7.295037
0.002849,7.313157
-0.003422,7.329935
-0.012653,7.353424
-0.028786,7.36886
-0.041455,7.382954
-0.04978,7.39906
-0.058531,7.420536
-0.078961,7.439327
-0.108676,7.456776
-0.128361,7.474225
-0.149773,7.488319
-0.16212,7.510466
-0.174811,7.527244
-0.193522,7.542007
-0.20402,7.551404
-0.187397,7.57355
-0.183738,7.595026
-0.200401,7.613817
-0.235703,7.630595
-0.265987,7.644689
-0.263173,7.658111
-0.25029,7.67489
-0.234854,7.688983
-0.225122,7.707774
-0.224264,7.724552
-0.229145,7.736631
-0.232257,7.752068
-0.227345,7.762805
-0.210005,7.77153
-0.180123,7.787637
-0.154425,7.803072
-0.140059,7.81985
-0.144268,7.829247
-0.140581,7.841326
-0.122696,7.853406
-0.112283,7.868171
-0.102512,7.874882
-0.087173,7.884277
-0.072128,7.892331
-0.056824,7.90978
-0.052643,7.919176
-0.048334,7.931926
-0.046291,7.941322
-0.038708,7.950047
-0.027707,7.959443
-0.019939,7.974878
-0.0159,7.986959
-0.013652,8.004407
-0.019416,8.015145
-0.022968,8.01783
-0.01198,8.026554
0.00013,8.037292
0.007252,8.043332
0.017618,8.051386
0.028006,8.062123
0.035047,8.074203
0.040337,8.077559
0.054087,8.083599
0.073919,8.09031
0.102055,8.101719
0.119972,8.106417
0.136515,8.112457
0.159157,8.11447
0.197814,8.125879
0.230543,8.138631
0.235375,8.151381
0.212389,8.166146
0.177222,8.177555
0.149677,8.184267
0.134245,8.189636
0.139561,8.197018
0.16653,8.203058
0.207993,8.209098
0.247771,8.209098
0.294378,8.217822
0.334489,8.226547
0.354023,8.229902
0.365183,8.239298
0.36868,8.253391
0.349979,8.262115
0.323841,8.275538
0.281024,8.279566
0.25459,8.290974
0.243548,8.307081
0.218021,8.316476
0.197855,8.327214
0.188039,8.339294
0.173324,8.34869
0.172043,8.352045
0.194072,8.358086
0.227284,8.376205
0.236375,8.384259
0.230806,8.396339
0.224015,8.402379
0.219721,8.415131
0.212717,8.421171
0.216061,8.429224
0.232179,8.439962
0.245999,8.454056
0.241627,8.466806
0.222441,8.470833
0.217348,8.477545
